Rank	CPM.Ave
165	713.3003499684829
166	709.6683536662359
167	706.1697016482656
168	702.7001651856232
169	699.344493029553
170	695.6084843851278
171	692.2278463788742
172	688.9280341153933
173	685.6230173105017
174	682.2078297570511
175	678.8034046291665
176	675.6261076991843
177	672.3468284648403
178	669.1168282512617
179	666.1188775973999
180	662.76937503514
181	659.6523325307148
182	656.5684892787556
183	653.547688665598
184	650.4705738765309
185	647.5590957077608
186	644.762546627993
187	642.0058244092417
188	639.0267111499785
189	636.2054012522008
190	633.2705113499317
191	630.564573763994
192	627.8354447890489
193	625.1118608317613
194	622.2817909624341
195	619.6172116766085
196	616.9582778249626
197	614.4428636076889
198	611.733743730217
199	609.0732730719712
200	606.3949699565511
201	603.6513655521761
202	601.0384469450788
203	598.616529415784
204	596.2292863555613
205	593.9066366451897
206	591.4047472519753
207	589.0653004731004
208	586.7765411477865
209	584.3896675295327
210	582.2110282738149
211	579.7796831885527
212	577.4506628411398
213	575.2111565599444
214	572.9810964380933
215	570.7850869288347
216	568.5377645105679
217	566.2399214661251
218	563.998405543928
219	561.8541894612138
220	559.7002986801624
221	557.582321931367
222	555.4031695114323
223	553.3822423024981
224	551.2751480140327
225	549.1596624232221
226	547.0873813350032
227	545.0661991559716
228	543.0182642355445
229	541.0277156189308
230	539.0773281393855
231	537.1532232485516
232	535.2272968239023
233	533.239001044713
234	531.3612252792213
235	529.5302253918834
236	527.7036506198046
237	525.7350032820482
238	523.7804721526132
239	522.0479072163016
240	520.0647965041724
241	518.1472599983463
242	516.2564662455353
243	514.5169991738377
244	512.7171093937786
245	511.05811331228927
246	509.3900361114268
247	507.64598176437175
248	505.7764735150082
249	504.0763534774467
250	502.3704045620929
251	500.6496661758552
252	498.8873778781894
253	497.24024802457046
254	495.5965968169078
255	494.0516100526928
256	492.397648165005
257	490.64034179552715
258	489.14279200029836
259	487.6131531116438
260	486.029262692849
261	484.4689421728441
262	482.98829261095295
263	481.4623151775353
264	479.88415639785603
265	478.41887570764413
266	476.8945594268905
267	475.5026434083009
268	473.88964617609423
269	472.36991844648855
270	471.0236013921742
271	469.5814888091507
272	468.2353025109293
273	466.7294336193123
274	465.2846510788578
275	463.88174885213544
276	462.43944577604873
277	461.0933616243311
278	459.7147703162812
279	458.2861735365537
280	457.0097433168802
281	455.71119259052307
282	454.34810312322935
283	453.03316873866754
284	451.73062918164584
285	450.3446017843409
286	448.94780221323305
287	447.5702999589655
288	446.19885452294136
289	444.8746660563865
290	443.63197068811115
291	442.4203272156408
292	441.0522391176695
293	439.79799827850707
294	438.5210662288117
295	437.31622652101544
296	436.08006727033643
297	434.91423491541406
298	433.71520131490985
299	432.4762239834458
300	431.24389439591306
301	430.02564668734544
302	428.84493956226095
303	427.6784492414795
304	426.4433005256384
305	425.28149970085303
306	424.1442762659321
307	423.03349097803834
308	421.8827923580923
309	420.7301163108602
310	419.57046152481894
311	418.40276105894327
312	417.27431031402574
313	416.14274302561506
314	415.01560234574106
315	413.93880392716375
316	412.8523296988748
317	411.755026122343
318	410.6238694677247
319	409.5827950245455
320	408.48901020649953
321	407.38635766033644
322	406.3415367672243
323	405.3705091338533
324	404.33171597988337
325	403.267455307247
326	402.30539593536145
327	401.29976152460205
328	400.2976410349174
329	399.18655066248823
330	398.18301839090736
331	397.22870242816686
332	396.2072505797797
333	395.1800254558907
334	394.10647675301084
335	393.1393240372637
336	392.1869185983494
337	391.19881150670403
338	390.2199906681131
339	389.2249661180195
340	388.35563885136565
341	387.3748307130205
342	386.4220792781252
343	385.43108667755325
344	384.4785266847571
345	383.55257591443296
346	382.65974141513374
347	381.7410906298368
348	380.79869584836484
349	379.8440888777018
350	378.84405675955117
351	377.85029340146235
352	376.95731768356495
353	376.03415008843666
354	375.12433985150153
355	374.24256867955
356	373.3242283515863
357	372.4044097091957
358	371.5093628388432
359	370.62151301160304
360	369.7820674433488
361	368.92381518284776
362	368.09164405456363
363	367.21269453698477
364	366.3090320909716
365	365.43942896810495
366	364.58807325081773
367	363.710893687315
368	362.88404018374575
369	362.06052951891536
370	361.21166193889457
371	360.37245731769445
372	359.55383931990394
373	358.7469249612224
374	358.01315278493905
375	357.2144249210372
376	356.3896523436334
377	355.58453180149814
378	354.8371945145112
379	353.978759142342
380	353.1343240350431
381	352.3338436492247
382	351.50422562152914
383	350.7787022863057
384	350.0215646947163
385	349.20434010956467
386	348.43218786616876
387	347.64397622594345
388	346.89840082101415
389	346.14852258602247
390	345.4246662533183
391	344.7308507211241
392	343.9809409984215
393	343.1982421489634
394	342.4645833085369
395	341.7515665126097
396	341.0416743606711
397	340.2800508210486
398	339.5595112195495
399	338.88182572580996
400	338.1829209481525
401	337.46663335519133
402	336.7915130370986
403	336.1213113730243
404	335.42029538741207
405	334.7071463537877
406	333.9954521848668
407	333.27029435908634
408	332.5949296614513
409	331.8686022182862
410	331.17889418063425
411	330.4598537622897
412	329.7747410140679
413	329.0796522010147
414	328.37051554775786
415	327.66717298037076
416	326.96605294261946
417	326.2761518209338
418	325.611739826297
419	324.9316233157538
420	324.28860856935773
421	323.6196615222109
422	322.95545527898383
423	322.3120460793321
424	321.6166789812597
425	320.91018122161665
426	320.2846833280824
427	319.6709855981583
428	318.9892997148181
429	318.3092890808177
430	317.7282500343312
431	317.1161580524642
432	316.44189957887767
433	315.7966011317515
434	315.1360795301919
435	314.5004512108414
436	313.8301609851701
437	313.20058961296934
438	312.5985605157301
439	311.9468828009096
440	311.352700881533
441	310.7341376999095
442	310.13301804169987
443	309.52200198341535
444	308.88287941067523
445	308.28396511044315
446	307.6676548863523
447	307.05950027538205
448	306.4737178492654
449	305.8726674904978
450	305.27329172465727
451	304.69161656796643
452	304.0889306432951
453	303.52286279954944
454	302.93326968952124
455	302.38537108766593
456	301.8199562964075
457	301.24887239403165
458	300.6816178663559
459	300.1302180900491
460	299.5811784775408
461	299.0287327164764
462	298.4701674845052
463	297.92081955686774
464	297.3692489685033
465	296.8126955894353
466	296.2605717974066
467	295.7212940995631
468	295.1839291375833
469	294.66944297472975
470	294.14929343159827
471	293.62062786699613
472	293.07758441888234
473	292.56369414345903
474	292.00224520975354
475	291.4863452120164
476	290.9430989377986
477	290.4339548115076
478	289.9110675686408
479	289.3639642408481
480	288.8275689104963
481	288.33688551735304
482	287.81972631635495
483	287.2795119396363
484	286.75932659836093
485	286.27403859092317
486	285.73963355483824
487	285.2439113603175
488	284.75459841090486
489	284.2526695193433
490	283.78616431147367
491	283.34472647666036
492	282.8236437643765
493	282.29274503667773
494	281.783820692848
495	281.29938239040314
496	280.82764101210023
497	280.3367260443462
498	279.8419672516143
499	279.34533469622755
500	278.85968203481406
501	278.40665939470654
502	277.94887302963195
503	277.47165133250815
504	276.98519321799716
505	276.50050636438385
506	276.0139190196591
507	275.5630253035252
508	275.09617448586647
509	274.608295899501
510	274.13182854290375
511	273.67387632915586
512	273.197106485766
513	272.72531953084246
514	272.2589796648738
515	271.79551144356884
516	271.3267012718339
517	270.8492768803926
518	270.39474610334577
519	269.96662795538805
520	269.50052285811574
521	269.0512483579813
522	268.5793259236745
523	268.1396962993749
524	267.6517018610746
525	267.21056474432953
526	266.7723340700713
527	266.33030676705624
528	265.89383137507565
529	265.46112524619247
530	265.0373689572484
531	264.6152139128935
532	264.1640938536637
533	263.7247339653496
534	263.2934233092757
535	262.86728056579875
536	262.4072076125246
537	261.97947737302883
538	261.54075498848516
539	261.1472844777836
540	260.73491384340275
541	260.31204870850803
542	259.88870063262925
543	259.45794501724356
544	259.04270008003266
545	258.65467521955935
546	258.2716464285232
547	257.85392668129856
548	257.4575697082647
549	257.03277676964854
550	256.6040130460287
551	256.20111275005763
552	255.76714875412463
553	255.35583388825526
554	254.94446951713215
555	254.5237409749828
556	254.11931590175092
557	253.710517167319
558	253.31466462569279
559	252.94084966741877
560	252.55841799247054
561	252.17014316316525
562	251.78557151894887
563	251.38809015724098
564	250.9944268609831
565	250.6087386335972
566	250.2406356182635
567	249.87324746992653
568	249.49222788121742
569	249.09490353300913
570	248.7182977931716
571	248.3177172087571
572	247.9325205223853
573	247.53969318035868
574	247.15334096640552
575	246.78260859481892
576	246.39386434578176
577	246.01792364095013
578	245.65136608303223
579	245.28299595698644
580	244.89673009460702
581	244.5046022832821
582	244.13348100668313
583	243.76162777019965
584	243.40220068298655
585	243.03740403714562
586	242.68026148247546
587	242.3286483781104
588	241.9543529703999
589	241.60255856690063
590	241.21291153338498
591	240.851852588942
592	240.48288003263826
593	240.11908827390482
594	239.78774585115752
595	239.45179978491927
596	239.11710124657
597	238.77505159072118
598	238.44810870728165
599	238.09320382604932
600	237.75736165173373
601	237.40328055521243
602	237.0678536525972
603	236.72157991876705
604	236.3631524157787
605	236.03984967779232
606	235.68688650204044
607	235.34162877015316
608	234.9976300690921
609	234.66251466133025
610	234.33446435872628
611	233.99383408568565
612	233.66653237151456
613	233.35004852901062
614	233.00331724921443
615	232.6640081829322
616	232.35088788737886
617	232.00865473351828
618	231.68563797643534
619	231.3501905497603
620	231.02025489794875
621	230.7057159397173
622	230.36272528226425
623	230.03574483055468
624	229.70415021817234
625	229.39025498502215
626	229.07180388214195
627	228.74268100017235
628	228.43483135174117
629	228.12086555868953
630	227.78246970431215
631	227.5016067295632
632	227.1897022962154
633	226.85474102859763
634	226.54004672816015
635	226.21594708826473
636	225.9261914041235
637	225.63459999033958
638	225.34253634374323
639	225.02741018861155
640	224.72210351150713
641	224.40617368275966
642	224.08591020326188
643	223.78208487571305
644	223.46490260349944
645	223.17241028822318
646	222.85939632267556
647	222.55709002612767
648	222.23900598773156
649	221.93955846191048
650	221.62449530617764
651	221.33279178451014
652	221.0418908597751
653	220.7353962019634
654	220.4165704221462
655	220.13518487636216
656	219.82830701688465
657	219.5537384558861
658	219.24756168063783
659	218.91344123285572
660	218.632869571506
661	218.34028333587233
662	218.0565286134646
663	217.76632081729704
664	217.46421055718358
665	217.19022252901212
666	216.90007625529927
667	216.60472733375457
668	216.30003688887624
669	216.003667783471
670	215.71188621550132
671	215.41748863114358
672	215.12983241718692
673	214.84083262534412
674	214.56618791567263
675	214.287881375919
676	213.99433250381415
677	213.72052999925756
678	213.4466521129763
679	213.15924852126633
680	212.88991142851967
681	212.60779513367223
682	212.32811566753804
683	212.03907378200628
684	211.76264559908134
685	211.49353829082233
686	211.22046784145797
687	210.92953765219497
688	210.65669889486105
689	210.39770557296887
690	210.1214708626022
691	209.85746253839304
692	209.57451765795358
693	209.30624798315597
694	209.0361003922707
695	208.77491336092646
696	208.49345866712747
697	208.22949186709755
698	207.97388202108195
699	207.72676231480943
700	207.45869836551776
701	207.19757658438013
702	206.92787138332636
703	206.66252670125112
704	206.40417981444853
705	206.1177362318538
706	205.86320362585272
707	205.61827681974347
708	205.346289035412
709	205.1036354773761
710	204.85120800659146
711	204.60025510240274
712	204.34931032445684
713	204.0862016661213
714	203.82686180733398
715	203.5623487877158
716	203.30658104955828
717	203.05809215287167
718	202.80253722974106
719	202.53050431030186
720	202.27246558058962
721	202.02529496209925
722	201.77123922851698
723	201.50071969245414
724	201.24839719986463
725	200.99276367988907
726	200.76062843663908
727	200.51872566341487
728	200.26585343002796
729	200.01530349860863
730	199.7929156189734
731	199.54909871890916
732	199.31400862201025
733	199.07340499182195
734	198.8312724492585
735	198.59325957091662
736	198.3737964953466
737	198.14139852071068
738	197.90487721956416
739	197.65883774575227
740	197.41767854419012
741	197.18692385269185
742	196.9474828436975
743	196.71320734154457
744	196.47226284851112
745	196.24658331704762
746	196.0098748134432
747	195.77592992641266
748	195.5392869335907
749	195.3258621649919
750	195.09364314391394
751	194.8695898226216
752	194.63667873714002
753	194.41447227998881
754	194.17939202082863
755	193.94813276439984
756	193.72990683043463
757	193.4922815122982
758	193.27450718187526
759	193.045043536075
760	192.83113157313645
761	192.58972179133588
762	192.3697876336816
763	192.14278138530938
764	191.91445999889936
765	191.69830765292258
766	191.47608103413768
767	191.25891022911767
768	191.03444447105502
769	190.8269265382407
770	190.60652423898696
771	190.37359824301967
772	190.14536612513533
773	189.91842196531599
774	189.69740866595046
775	189.4720881076409
776	189.24603680913654
777	189.0181773482396
778	188.8086862206882
779	188.59625193367296
780	188.3663208409528
781	188.15678766614465
782	187.93990883709023
783	187.73282636474443
784	187.52556594466265
785	187.30208880835443
786	187.07605734800066
787	186.85799095098457
788	186.64438818722394
789	186.42899694261968
790	186.2207024660836
791	186.00133714044443
792	185.79094070353406
793	185.5744330550685
794	185.36536772950979
795	185.145946956175
796	184.94194580913341
797	184.7235017448483
798	184.4977790884217
799	184.27525183818227
800	184.05602011060284
801	183.85118875235213
802	183.64195653517686
803	183.43291950368044
804	183.21942644407667
805	183.0137332813285
806	182.82543889575453
807	182.62534049833417
808	182.40779154761958
809	182.21412018964793
810	182.0163634196315
811	181.81972058669467
812	181.6187571025999
813	181.4154288182585
814	181.20565889914482
815	181.0022691005547
816	180.80732289624882
817	180.6172918065944
818	180.41054658427538
819	180.20660412975278
820	180.01132933301554
821	179.8076609645439
822	179.6135641990365
823	179.4103091591157
824	179.20667199225878
825	179.01998382182057
826	178.82460240653302
827	178.61526686313337
828	178.4279189358619
829	178.24454702273482
830	178.04751056518225
831	177.85938147506954
832	177.6715684685007
833	177.47619832242611
834	177.28080820275804
835	177.08515211209357
836	176.89195424124836
837	176.70542314217826
838	176.5050458271349
839	176.30805489179426
840	176.12060997608793
841	175.9221118584959
842	175.72689595340148
843	175.52966316385047
844	175.34248828875346
845	175.1470599121664
846	174.94959446027073
847	174.78005110560093
848	174.58897240903943
849	174.39471307167275
850	174.21178066507866
851	174.02083014131975
852	173.8413095664931
853	173.66137341953694
854	173.4865834290141
855	173.30355478046982
856	173.1147485779561
857	172.93590422601045
858	172.75932660296817
859	172.58220277747196
860	172.39420180906652
861	172.21331010767688
862	172.03911408998195
863	171.85054486932756
864	171.67075693404604
865	171.48263481994735
866	171.30414798758136
867	171.12094807283964
868	170.91928798743552
869	170.73825141082742
870	170.55946434531972
871	170.3814247922594
872	170.2074921786287
873	170.02808537352885
874	169.84738213451618
875	169.66334497732055
876	169.49050108118834
877	169.32517970594162
878	169.15061330033635
879	168.98132291638967
880	168.79726524107681
881	168.62694646894502
882	168.44712851081266
883	168.25546443112617
884	168.06671438988872
885	167.89004888165195
886	167.71589216265986
887	167.53780868875992
888	167.3622025038233
889	167.2006480329166
890	167.02648729166003
891	166.86263123326071
892	166.68993020565395
893	166.51339800839855
894	166.34935477177112
895	166.1754049601698
896	166.01494119531955
897	165.84673364415488
898	165.6791953276157
899	165.49667096846798
900	165.32290987761823
901	165.15076872418842
902	164.98808316386962
903	164.8246718448893
904	164.6608660372513
905	164.4995256863107
906	164.3375725112446
907	164.15775444226446
908	163.99195763364176
909	163.83408143291564
910	163.65894923856047
911	163.50557164438428
912	163.34373594969807
913	163.18493360969518
914	163.0151963682642
915	162.84632992000292
916	162.67499805930711
917	162.50896883043802
918	162.3468188293075
919	162.18969135580508
920	162.02317369056726
921	161.86573338463882
922	161.7040190990358
923	161.55185321202785
924	161.39105817275683
925	161.22572923442428
926	161.06079009319458
927	160.90002432849886
928	160.74161310268502
929	160.57784019545565
930	160.4092545335082
931	160.2486243440781
932	160.09039123665917
933	159.92599894396233
934	159.76335799951985
935	159.61112815044496
936	159.452473625522
937	159.2933156607433
938	159.1246958220103
939	158.97903647936826
940	158.82413132393813
941	158.6655980801666
942	158.51092446283542
943	158.35299320256354
944	158.18984169401938
945	158.03284916469102
946	157.86343489188923
947	157.70530492499964
948	157.5635191814777
949	157.41119826878221
950	157.25512372493466
951	157.09352386488624
952	156.94742356061445
953	156.78572994036537
954	156.64283974232185
955	156.48899346904497
956	156.33544251328206
957	156.18374213168863
958	156.03503969604748
959	155.8728013501172
960	155.72569022007048
961	155.57730852354598
962	155.43010105545983
963	155.27112511198433
964	155.11980159076245
965	154.9684952356879
966	154.8209151491897
967	154.6705395586895
968	154.51825030688244
969	154.3818528789713
970	154.2284017655689
971	154.0792479778998
972	153.930227088982
973	153.7792508222018
974	153.63233919490023
975	153.48232504874156
976	153.3468512520641
977	153.20597246096804
978	153.06087313078297
979	152.91206056158532
980	152.7688139994314
981	152.61927549888344
982	152.48250747662877
983	152.33520882434908
984	152.19105525332182
985	152.0513753381284
986	151.91223262178383
987	151.76563617895678
988	151.6175639044787
989	151.46858290107951
990	151.32626619350228
991	151.17657635091416
992	151.04408239044
993	150.90597510334814
994	150.76331637941752
995	150.61256611209652
996	150.47832271430022
997	150.33816170853743
998	150.20419378124993
999	150.06934536716125
1000	149.9219708989681
1001	149.7748868551914
1002	149.64112830544173
1003	149.51196627911813
1004	149.380666594427
1005	149.24325508180746
1006	149.10862475641838
1007	148.95683183922134
1008	148.8178340366324
1009	148.68974732855293
1010	148.5594328445754
1011	148.4213107086587
1012	148.28324796230774
1013	148.1506193593184
1014	147.99476342801935
1015	147.85647501985125
1016	147.71604207715825
1017	147.58404430344135
1018	147.44329348384855
1019	147.30173360759673
1020	147.15855083033495
1021	147.02218949430056
1022	146.89036695063456
1023	146.75261927200543
1024	146.62041315747132
1025	146.4790329997077
1026	146.34373687064095
1027	146.2123332154372
1028	146.08219101612204
1029	145.9462699877329
1030	145.82298158198523
1031	145.6970809672441
1032	145.54703608682985
1033	145.41726771827638
1034	145.29480274673097
1035	145.15190019916528
1036	145.00891183753512
1037	144.88722442716528
1038	144.75252924367902
1039	144.61728040293966
1040	144.49483200013262
1041	144.36861116729574
1042	144.2449998205716
1043	144.11307600440304
1044	143.9851954752886
1045	143.8498819411697
1046	143.71584792492916
1047	143.59392435210498
1048	143.4603633554053
1049	143.32850828380427
1050	143.20224418312085
1051	143.08002795098656
1052	142.9511418289849
1053	142.81900596442335
1054	142.6913194282733
1055	142.57085206537528
1056	142.44439009374426
1057	142.3237977977176
1058	142.1977821658024
1059	142.06472978430693
1060	141.93631592114974
1061	141.80665783830975
1062	141.68738083426598
1063	141.5650372704915
1064	141.43718074678355
1065	141.30515661818035
1066	141.17623304013293
1067	141.04926033918997
1068	140.9222520332566
1069	140.80265143758896
1070	140.68322128426792
1071	140.54782670954924
1072	140.4289948849098
1073	140.2998203962398
1074	140.16807275603855
1075	140.0451887735697
1076	139.92359840155086
1077	139.79236420018984
1078	139.66350913614912
1079	139.53537671576183
1080	139.4124053798109
1081	139.29898603220707
1082	139.18046521704704
1083	139.06639992674104
1084	138.9425258341118
1085	138.82536273955012
1086	138.69643062264896
1087	138.57341805352752
1088	138.44873475850022
1089	138.33093133411953
1090	138.2065396674702
1091	138.08714602820606
1092	137.96737473490043
1093	137.84749182586106
1094	137.72973170867402
1095	137.60917281203857
1096	137.49611322269567
1097	137.3773308348213
1098	137.26663424334004
1099	137.15055152342177
1100	137.02108106895162
1101	136.90257382444875
1102	136.78896918169534
1103	136.67318442945512
1104	136.54868215201702
1105	136.43464986419337
1106	136.32186912031938
1107	136.2051413006261
1108	136.09223152458594
1109	135.9760232329639
1110	135.8614323826063
1111	135.74380680467732
1112	135.63213905184094
1113	135.51402532578769
1114	135.39620759346406
1115	135.27443760888906
1116	135.15601753779734
1117	135.04735665288132
1118	134.93311389156815
1119	134.81323002333724
1120	134.69569089810318
1121	134.57923981621946
1122	134.46854908124385
1123	134.35839695515546
1124	134.247244414356
1125	134.1325800687156
1126	134.02301780463864
1127	133.91105010547875
1128	133.79346370094498
1129	133.68343669555674
1130	133.55878253153148
1131	133.45385705802315
1132	133.34870118344742
1133	133.2396878387876
1134	133.1173484784729
1135	133.0057879065568
1136	132.89345773886834
1137	132.78313620843787
1138	132.67602717312025
1139	132.5736183127657
1140	132.46589824936837
1141	132.35090551911446
1142	132.24096081315554
1143	132.135835771768
1144	132.02969993099614
1145	131.91565872689094
1146	131.81472067999567
1147	131.7021073612879
1148	131.58038625015845
1149	131.47223505261042
1150	131.35759235595765
1151	131.24582072762095
1152	131.14139844916306
1153	131.03163219391126
1154	130.91585065774726
1155	130.80789969536144
1156	130.6954607373398
1157	130.5816496650427
1158	130.47496757156472
1159	130.36968156987416
1160	130.26545345219472
1161	130.15601712838435
1162	130.04661298331257
1163	129.94669218826758
1164	129.83538672534033
1165	129.72630436272337
1166	129.616920325208
1167	129.50464087333748
1168	129.39716894280494
1169	129.29840308079142
1170	129.18394675494184
1171	129.0735687337936
1172	128.96864078549984
1173	128.8618846056972
1174	128.75502238478865
1175	128.65721264858655
1176	128.55152449668188
1177	128.43917423270284
1178	128.3348067768313
1179	128.22770711139702
1180	128.12300316752928
1181	128.01869288088534
1182	127.91609377253931
1183	127.81347312643047
1184	127.70550861675335
1185	127.5956873893166
1186	127.48826919152735
1187	127.37953076346203
1188	127.28563078620921
1189	127.18160754033491
1190	127.07561317814488
1191	126.97684220368548
1192	126.87015431868238
1193	126.76697006321461
1194	126.66221585459986
1195	126.54793762810912
1196	126.44549628813242
1197	126.34063697011173
1198	126.23669851721519
1199	126.13553231320509
1200	126.03403948694154
1201	125.92962703415677
1202	125.83238450262915
1203	125.72921450146369
1204	125.62678590519504
1205	125.52163918367712
1206	125.41213913942927
1207	125.317304256875
1208	125.21762740013833
1209	125.12266724419511
1210	125.0256494571003
1211	124.92813293254179
1212	124.82157448250163
1213	124.72253139162153
1214	124.62650868259445
1215	124.52633253126699
1216	124.42794982315303
1217	124.32039976429819
1218	124.21954916409021
1219	124.12364067832507
1220	124.02206034845096
1221	123.92636162778763
1222	123.82972079833887
1223	123.73566432690303
1224	123.63328598953589
1225	123.53345014856458
1226	123.43612813253435
1227	123.33872790423311
1228	123.24130827909697
1229	123.13189040652773
1230	123.04061034765742
1231	122.93998608388094
1232	122.845400743933
1233	122.75301405138671
1234	122.65756224552715
1235	122.56576834636002
1236	122.46152197507669
1237	122.36790215659798
1238	122.2688834931555
1239	122.16718178463553
1240	122.0646363781128
1241	121.96822939118796
1242	121.87334660687368
1243	121.77961748925716
1244	121.68818438834519
1245	121.59056688475857
1246	121.49678951228735
1247	121.40284451586489
1248	121.30872486946944
1249	121.21711050120577
1250	121.1216363295587
1251	121.02385190790154
1252	120.9305542260297
1253	120.83374526501113
1254	120.74394130949537
1255	120.6560064313803
1256	120.5602365618603
1257	120.47000855080579
1258	120.37061417594862
1259	120.28509817524824
1260	120.19237143612331
1261	120.0964197184661
1262	120.00964816678925
1263	119.91283592370745
1264	119.81407994853481
1265	119.71764374218681
1266	119.62986232623817
1267	119.53003702315148
1268	119.43443234684781
1269	119.34036306364644
1270	119.2492515386872
1271	119.1450030182939
1272	119.04650402822024
1273	118.95070528581726
1274	118.85785557989215
1275	118.76211567943366
1276	118.66800135742554
1277	118.57785798744084
1278	118.48921360905233
1279	118.39663224289778
1280	118.30793904647986
1281	118.21726173122019
1282	118.12583438646315
1283	118.02707501129206
1284	117.93085010842584
1285	117.83314383971171
1286	117.74556418626422
1287	117.66334814634934
1288	117.56583812327696
1289	117.47731997888266
1290	117.37696797667411
1291	117.29039499063757
1292	117.20757461910756
1293	117.11607001278998
1294	117.02871098560699
1295	116.93693302386278
1296	116.85373143544795
1297	116.76053806415581
1298	116.67661262987971
1299	116.58659080907623
1300	116.49347809842926
1301	116.39908831571225
1302	116.31276157105042
1303	116.23241876791754
1304	116.14013084014474
1305	116.04705413006084
1306	115.96407418108342
1307	115.87511381918803
1308	115.7808892909958
1309	115.68992115809431
1310	115.60762303805414
1311	115.52508160085132
1312	115.43872519205514
1313	115.35110107019308
1314	115.261711044294
1315	115.17224505278026
1316	115.08963308895736
1317	115.00833429170554
1318	114.92265678628644
1319	114.83240530100522
1320	114.75067578942895
1321	114.66564165248792
1322	114.58058744306227
1323	114.49914684699891
1324	114.40895472190668
1325	114.32246197640762
1326	114.23039888109246
1327	114.14276665464605
1328	114.05328666776154
1329	113.97103731541375
1330	113.88167383387079
1331	113.79121608477989
1332	113.70603573642869
1333	113.62645289913421
1334	113.54549867634303
1335	113.45431757587289
1336	113.3704235552662
1337	113.28699894731669
1338	113.1932791157271
1339	113.10634727673217
1340	113.02259000610604
1341	112.93952851375612
1342	112.8561054351884
1343	112.76720840365621
1344	112.6844579978939
1345	112.60456301077036
1346	112.51922555649925
1347	112.43158112281034
1348	112.34748203066549
1349	112.26842402379718
1350	112.18464158390485
1351	112.10064042941039
1352	112.01787651673907
1353	111.94112974232647
1354	111.85864137532157
1355	111.78264347081371
1356	111.7057024863374
1357	111.62398639316525
1358	111.53844554078715
1359	111.45207666106344
